Index,Time,Process Speed Ratio,Environment,Outer Temp,Page Count,Inner Temp,Humidity,LSU Temp,TRC Enable,TRC Elapsed Time,TRC Delta CV Y,TRC Delta CV M,TRC Delta CV C,TRC Delta CV K,TRC Delta DC Y,TRC Delta DC M,TRC Delta DC C,TRC Delta DC K,TRC Delta VPP Y,TRC Delta VPP M,TRC Delta VPP C,TRC Delta VPP K,TRC Delta LD Y,TRC Delta LD M,TRC Delta LD C,TRC Delta LD K,TRC CMS ERR 1 Y,TRC CMS ERR 2 Y,TRC CMS ERR 3 Y,TRC CMS ERR 4 Y,TRC CMS ERR 5 Y,TRC CMS ERR 6 Y,TRC CMS ERR 7 Y,TRC CMS ERR 8 Y,TRC CMS ERR 1 M,TRC CMS ERR 2 M,TRC CMS ERR 3 M,TRC CMS ERR 4 M,TRC CMS ERR 5 M,TRC CMS ERR 6 M,TRC CMS ERR 7 M,TRC CMS ERR 8 M,TRC CMS ERR 1 C,TRC CMS ERR 2 C,TRC CMS ERR 3 C,TRC CMS ERR 4 C,TRC CMS ERR 5 C,TRC CMS ERR 6 C,TRC CMS ERR 7 C,TRC CMS ERR 8 C,TRC CMS ERR 1 K,TRC CMS ERR 2 K,TRC CMS ERR 3 K,TRC CMS ERR 4 K,TRC CMS ERR 5 K,TRC CMS ERR 6 K,TRC CMS ERR 7 K,TRC CMS ERR 8 K,TCC TC Y,TCC TC M,TCC TC C,TCC TC K,TCC CT Y,TCC CT M,TCC CT C,TCC CT K,TCC OT Y,TCC OT M,TCC OT C,TCC OT K,TCC CV Y,TCC CV M,TCC CV C,TCC CV K,TCC SM Y,TCC SM M,TCC SM C,TCC SM K,TCC DOT Y,TCC DOT M,TCC DOT C,TCC DOT K,TCC TA Y,TCC TA M,TCC TA C,TCC TA K,TCC EA Y,TCC EA M,TCC EA C,TCC EA K,TCC Page Y,TCC Page M,TCC Page C,TCC Page K,TCC BM Y,TCC BM M,TCC BM C,TCC BM K,LSU Temp MIN,LSU Temp MAX,LSU Temp AVG,LSU Temp DIF,ClassBinary
79,472901.88,100,0,0,584,0,4,25,2,0,0,0,0,0,38,0,0,-2,0,0,0,0,-25,28,22,-17,0,-4,2,-1,-6,-21,-45,-5,0,-3,-4,-4,-13,-21,-18,28,0,-2,-7,-12,0,-10,-15,-1,4,0,-4,-5,-13,-8,1,-3,133.0015564,130.833463,127.6428016,131.8225681,139,139,139,129.8832685,-1,-1,-1,-0.116731518,140,141,141,140,4,3.008560311,2.99766537,10,3701996,6060716,8801636,939717340,2933164270,5084202222,4357353316,16785392156,2282540.776,3956397.746,3390849.038,13062286.72,137,137,137,580,-3,-3.991439689,-4.00233463,3,296,321,308.8070039,0,0
80,475173.88,100,0,0,600,0,4,24,2,0,0,-1,0,0,-21,0,0,-3,0,0,0,0,-10,2,15,11,0,3,2,11,9,22,30,4,0,-1,-2,-3,3,20,15,-4,0,-5,-6,-6,-7,-5,-6,11,-6,5,5,8,15,13,5,2,130.077101,132.771781,125.0971473,131.0979183,139,139,139,129.1033153,-1,-1,-1,-0.896684657,140,140.0670779,141,140,3.01464919,3,2,10.60909792,6641025,14925799,24616585,875499937,2963372906,5133869828,4399367230,17016386252,2284733.422,3958033.716,3391675.082,13119550.63,199,199,199,526,-3.98535081,-4,-5,3.609097918,302,326,314.4032382,1,0
81,476275.066,100,0,0,301,0,3,21,53,0,0,0,-1,0,-27,0,0,22,0,0,0,0,33,7,34,-26,0,5,4,4,18,38,31,-1,0,1,-1,5,12,11,5,-3,0,-4,-9,-15,-25,-8,-1,-11,10,2,3,0,-3,-15,-6,-2,128.1315029,132.6589595,126.4884393,130.2427746,139,139,139,129.8540462,-1,-1,-1,-0.145953757,140,140,140.0144509,140,3,3,2,11,2313284,4061200,5948104,498247173,1581616667,2739790839,2347481414,9110194127,2285502.649,3959078.908,3392200.127,13164747.73,163,163,163,298,-4,-4,-5,4,307,328,317.7572254,3,1
82,477875.48,100,0,0,307,1,3,24,53,0,0,0,1,0,31,0,0,9,0,0,0,0,7,18,10,6,0,-8,-8,-22,-31,-53,-37,14,0,-3,-2,-8,-17,-14,-3,24,0,-2,-2,2,11,-9,3,20,-7,-4,-5,-12,1,10,-5,0,128,133,127,132.1657459,139,139,139,129.2665746,-1,-1,-1,-0.733425414,140,140,140,140,3,3,2,11.11187845,0,0,0,560162291,1654877208,2866651936,2456094704,9554899663,2285735,3959318,3392299,13197097.47,0,0,0,280,-4,-4,-5,4.111878453,303,327,315.7748619,3,0
83,479682.27,100,0,0,349,0,3,25,2,0,0,0,-1,0,-22,0,0,-19,0,0,18,0,3,-13,-6,9,0,5,4,13,26,50,36,-11,0,-1,-1,6,20,20,4,-3,0,-1,2,-3,0,15,12,-2,9,7,9,15,2,-7,7,1,135.8435673,137.0774854,136.4473684,131.371345,139,139,139,129.1725146,-1,-1,-1,-0.82748538,140,140,140,140,3,3,1.530701754,12.28947368,431944870,742969574,675466841,637670559,1565600331,2712154971,2322625196,9059296243,2288733.604,3964928.276,3395473.11,13244280.16,162,162,162,310,-4,-4,-5.469298246,5.289473684,303,328,317.5599415,1,1
84,489021.88,100,1,0,63,3,5,41,7,1,-1,0,0,0,74,0,0,13,10,0,-6,0,-28,16,1,-19,0,-10,-11,-6,-26,-48,-41,19,0,-2,-1,-8,-23,-28,-2,25,0,4,0,7,1,-1,-10,12,2,0,-3,-5,-13,-8,-11,0,147.7147766,142.862543,153.3814433,132.371134,139.6563574,140.1786942,140.1683849,130.0859107,-0.343642612,0.178694158,0.16838488,0.085910653,139.3642612,140,140,140,3.515463918,3,2,12.2371134,566200457,1105649746,1360840330,2479362598,672929981,1161647667,996070644,3865604614,2312149.323,3991477.577,3422451.536,13282231.3,50,50,50,58,-3.484536082,-4,-5,5.237113402,287,328,305.9828179,16,1
85,489124.28,100,0,0,25,1,0,14,16,0,1,0,1,0,-19,0,0,-17,-10,0,-12,0,-48,-10,-45,42,0,15,15,19,20,2,-24,-77,0,7,8,16,9,-6,-30,-44,0,8,14,14,12,3,-8,-46,-14,-7,-6,-4,6,11,15,0,147.2727273,145.3636364,150.4545455,124.0454545,139.3181818,139.6363636,139.6363636,129.7272727,-0.681818182,-0.363636364,-0.363636364,-0.272727273,139.6363636,140,140.6363636,140,4,3,2,11,2313377,2330324,2332242,131343581,51129948,88106338,75663984,292677682,2323926.727,4004635.455,3439087.136,13302225.64,32,32,32,32,-3,-4,-5,4,290,304,297.0454545,27,1
86,490004.066,100,0,0,32,0,0,14,16,0,0,1,0,0,-49,0,0,23,0,0,0,0,9,-27,-15,-33,0,4,14,3,2,15,21,37,0,4,5,-3,1,7,12,-10,0,2,4,3,5,-5,-6,-3,0,-13,-13,-14,-6,-7,-10,2,142.171875,142.078125,143.328125,123.375,139,139,139,129,-1,-1,-1,-1,140,140.765625,141,140,4,3,2,10.625,61558737,78920478,59248197,669853268,148877678,256415907,220216851,851863632,2325937.625,4006285.875,3440710.609,13308730.17,11,11,11,13,-3,-4,-5,3.625,288,302,293.8125,0,1
87,490666.68,100,0,0,5,0,0,15,7,0,0,0,0,0,-17,0,0,-22,0,0,0,0,13,3,1,-21,0,-2,-7,4,-7,1,-12,-7,0,-2,-3,3,2,-6,-17,3,0,-3,-5,-5,-8,5,-16,-18,-3,9,10,19,7,-1,4,3,139.4920635,141.952381,140.2063492,119.3174603,139,139,139,129,-1,-1,-1,-1,140,141,141,140,4,3,2,10,203604032,271237175,198319735,319974524,146677597,252519807,216841466,839195472,2327943.698,4007915.54,3441733.778,13320274.68,1,1,1,2,-3,-4,-5,3,289,304,295.3650794,1,0
88,491934.28,100,1,5,8,6,9,22,7,0,-1,-1,0,-1,140,107,0,187,20,0,0,10,113,104,-26,136,0,30,56,76,109,102,134,119,0,13,28,38,58,59,66,37,0,-8,-18,-32,-50,-43,0,-1,2,-42,-82,-116,-137,-136,-124,-47,140.1981982,142.4144144,139.3693694,124.7117117,139,139,139,129,-1,-1,-1,-1,139.0720721,140.0720721,141,139.0720721,4,3,2,9.063063063,181772720,376443073,390507353,390049761,258636320,445388280,382179228,1478785981,2329771.541,4012150.667,3442833.018,13322090.57,19,19,19,19,-3,-4,-5,2.063063063,284,306,297.3333333,7,1
89,492346.68,100,0,0,7,0,0,18,7,0,0,-1,0,0,59,115,0,0,0,0,0,0,0,11,0,0,0,-2,0,-1,4,2,10,5,0,0,-2,0,4,1,4,-5,0,-2,-4,-3,14,16,9,6,3,3,7,9,8,10,12,0,138.8095238,135.6507937,139.6190476,126.8888889,139,139,139,129,-1,-1,-1,-1,139,139.1269841,141,139,4,3,2,9,22780734,268541674,239882550,230717384,146883768,252930818,216982931,839424166,2331369.635,4014489,3443861.413,13323931.44,20,20,20,20,-3,-4,-5,2,292,310,299.6031746,4,1
90,515309.88,100,0,0,18,1,4,38,13,0,0,0,-1,0,0,28,5,0,0,20,0,0,0,0,103,0,0,-2,-2,-4,-9,7,-5,7,0,-1,2,-2,-8,6,1,15,0,15,33,53,60,50,34,39,-4,16,31,48,66,92,68,21,137.265896,134.4971098,140.3121387,125.2601156,139,139,139,129,-1,-1,-1,-1,139,139,140.0462428,139,4,3,2,9,49781259,611835127,311611806,499191779,403476257,694644166,596119982,2306146101,2332026.618,4014988.757,3445598.607,13329820.9,44,44,44,52,-3,-4,-5,2,275,313,301.3583815,20,1
91,527198.28,100,0,0,7,1,6,0,13,6,0,0,-1,0,0,0,137,0,0,0,10,0,0,0,97,0,0,3,10,18,21,28,37,30,0,3,7,17,24,32,31,31,0,3,6,8,14,27,33,17,-3,-31,-46,-67,-85,-113,-90,-30,137,135,140,118,139,139,139,129,-1,-1,-1,-1,139,139,140,139,4,3,2,9,1901664,1901664,1901664,7711236,20993274,36140562,31019292,120001815,2332352,4015422,3446537,13333325,1,1,1,6,-3,-4,-5,2,277,277,277,38,1
92,544598.88,100,0,4,68,6,6,23,51,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,2,-1,6,8,5,10,28,0,0,0,2,7,3,8,13,0,-1,-2,-3,1,7,12,18,0,3,3,4,5,-1,-3,-5,145.2590674,146.1088083,151.3989637,129.3678756,140.0259067,140.2020725,140.2020725,129.9689119,0.025906736,0.202072539,0.202072539,-0.031088083,139,139,139.4455959,139,4.093264249,3,2,8.96373057,836250038,1299537008,1525510610,939563926,452111806,778082646,668511734,2575221014,2341879.021,4030649.938,3462925.326,13342233.32,47,47,47,62,-2.906735751,-4,-5,1.96373057,256,279,266.4870466,23,1
93,546413.066,100,0,0,825,3,0,30,2,0,1,1,1,1,-200,-200,-200,-108,-20,-20,-10,5,-111,-200,-200,-85,0,-32,-59,-97,-113,-135,-130,-166,0,-14,-27,-41,-60,-72,-70,-90,0,-14,-28,-34,-49,-72,-81,-101,7,63,101,130,156,159,146,63,149.3622582,144.7417669,151.7501307,133.1207527,140.2828019,140.3810768,140.2828019,129.4594877,0.282801882,0.381076843,0.282801882,-0.540512284,139.5713539,139.5713539,139.5723994,139.9947726,5,3,2,8,585388584,768701411,648701920,1163167740,4558605198,7796525884,6724957681,25698957779,2382749.454,4075325.51,3515214.07,13433587.12,420,420,420,821,-2,-4,-5,1,268,298,281.0146367,7,1
94,547272.08,100,0,0,472,0,0,17,2,0,0,1,1,0,29,-50,-50,-38,0,0,0,-12,-23,18,0,-59,0,-7,-17,-17,-39,-39,-83,-58,0,5,4,5,6,3,-18,-9,0,10,15,11,7,9,6,0,12,-3,-6,-9,-16,-15,-17,-2,141.8352332,147.2196891,142.1388601,132.3958549,139.8082902,139.9036269,139.9036269,129.8186528,-0.191709845,-0.096373057,-0.096373057,-0.18134715,140,140.573057,140.5595855,140,5,3,2.325388601,8.201036269,366421845,475466025,422100555,596225880,2318424612,3949855511,3410513385,13017036663,2402330.826,4092903.863,3534010.405,13488906.35,200,200,200,401,-2,-4,-4.674611399,1.201036269,288,305,292.6310881,13,1
95,548398.88,100,0,0,509,0,0,19,2,0,1,0,0,0,-46,0,0,-14,0,0,0,-3,22,25,0,35,0,8,11,11,26,30,67,51,0,-6,-11,-18,-34,-35,-10,10,0,0,2,7,9,11,3,12,-6,5,7,10,9,20,11,0,140.2114598,140.4420191,141.5934516,133.0600273,139.0150068,139.2919509,139.1023192,129.5347885,-0.984993179,-0.708049113,-0.897680764,-0.46521146,140.9863574,141,141,140,5,3,3,9,149331832,196821560,179042392,657182810,1769281623,3009498037,2597629769,9911662803,2413561.102,4105552.176,3543709.293,13521768.62,345,345,345,505,-2,-4,-4,2,292,311,299.3287858,2,1
96,550052.48,100,0,0,375,0,1,23,2,0,0,0,0,0,22,0,0,-2,0,0,0,0,15,39,8,0,0,-8,-13,-19,-23,-22,-37,-28,0,-2,-4,-7,3,-3,0,4,0,-1,-1,-1,4,-1,11,1,0,-6,-8,-10,-5,-12,-8,-2,139.5597148,139.9055258,140.3547237,132.1604278,139,139,139,129.3333333,-1,-1,-1,-0.666666667,141,141,141,140,5.169340463,3.379679144,3,9,251926760,471130680,430874688,579729846,1356478358,2306416163,1990626853,7616122191,2417746.998,4111042.581,3548184.066,13575682.87,153,153,153,353,-1.830659537,-3.620320856,-4,2,292,315,303.8538324,4,1
97,551502.16,100,0,1,290,0,0,24,2,0,-1,-1,0,0,32,0,0,-9,0,0,0,0,-18,-4,12,-7,0,0,1,13,20,9,-5,2,0,-3,-2,0,8,42,11,-10,0,-4,-2,-5,-11,-6,2,31,3,1,-1,-4,4,-1,2,-3,138.1622746,138.2080444,138.2662968,131.9722607,139,139.2066574,139.1026352,129.3467406,-1,-0.79334258,-0.897364771,-0.653259362,140.0221914,140.0249653,141,140,5.667128988,4,3,9,229505656,385707873,353141146,457920031,1753227419,2977861852,2568218140,9812265885,2431477.687,4129985.169,3561832.766,13608997.5,282,282,282,284,-1.332871012,-3,-4,2,296,320,308.7212205,1,0
98,552577.28,100,0,0,428,0,0,16,2,0,0,0,0,0,23,5,0,22,0,2,0,0,5,18,31,10,0,-3,-2,-6,5,-3,6,10,0,-4,-7,-6,0,-9,14,24,0,-2,-6,-6,-5,5,11,30,2,3,3,9,-2,4,1,1,135.7003367,135.328844,136.8484848,133.0112233,139,139.0392817,139.016835,129.7429854,-1,-0.960718294,-0.983164983,-0.25701459,140,140,141,140,5,3.336700337,3,9,56489398,83831981,84228085,581457447,2174534331,3687345419,3179670292,12154262769,2440372.202,4138269.443,3568472.591,13640894.68,323,323,323,426,-2,-3.663299663,-4,2,305,321,311.5185185,8,0
99,553623.28,100,0,0,300,0,2,23,53,0,0,0,0,0,-44,-3,0,-6,0,0,0,0,23,28,37,5,0,5,7,10,14,58,52,28,0,1,2,-2,-9,10,25,25,0,-5,-8,-8,-4,-6,-11,21,-3,2,6,2,2,9,4,0,131.9337979,132.0522648,133.0278746,131.804878,139,139,139,129.0139373,-1,-1,-1,-0.986062718,140,140,141,140,5,3,3,9,1509280,1561296,1624568,389836587,1402195785,2376572767,2049290466,7847672107,2442678,4140133,3569933,13671658.15,103,103,103,264,-2,-4,-4,2,302,325,315.0278746,7,1
100,555894.08,100,0,0,404,1,0,31,53,0,0,0,-1,0,21,-2,0,3,0,0,10,0,20,34,15,-14,0,-5,-7,-18,-24,-47,-4,5,0,-1,3,6,2,-17,-13,29,0,-2,-4,-1,3,7,11,-12,8,8,1,2,-8,-10,-7,-3,132,132,133,132.6728395,139,139,139,129.9049383,-1,-1,-1,-0.095061728,140,140,141,140,5,3,3,9,0,0,0,632704981,1978710120,3353702130,2891857140,11103084942,2442678,4140133,3569933,13707244.54,3,3,3,403,-2,-4,-4,2,295,326,311.1024691,8,1
101,556309.68,100,0,0,400,0,0,14,53,0,0,0,0,0,49,16,0,3,0,7,10,0,-17,9,8,12,0,-8,-7,-9,-18,-29,-58,-5,0,-1,-8,-5,0,-12,-15,-20,0,0,1,-4,2,2,9,6,-3,-5,4,1,12,5,0,5,129.8351648,131.5091575,133.2802198,128.3168498,139,139,139,129.8333333,-1,-1,-1,-0.166666667,140,140,140.014652,140,4.014652015,3,2.413919414,9,1952940,5454782,9963222,346081678,1334472851,2261388728,1949879858,7502097359,2443928.835,4141569.524,3571039.727,13739849.86,202,202,202,400,-2.985347985,-4,-4.586080586,2,306,320,311.0805861,17,1
102,558512.94,100,0,0,600,0,0,22,2,0,0,0,0,0,-14,8,0,4,0,2,0,0,-22,-10,5,-17,0,8,14,16,18,35,38,2,0,-5,-2,-7,-15,-3,-3,4,0,-3,-4,-3,-3,-4,-5,-14,-2,-1,-7,-11,-7,-12,-4,0,128,128.0134288,132,131.529991,139,139,139,129.0125336,-1,-1,-1,-0.987466428,140,140,140,140,4,3,2,9,234563970,234609533,234668193,761365576,2731321754,4627790021,3990062403,15383418055,2445166,4142932,3572108.051,13771832.24,200,200,200,527,-3,-4,-5,2,301,323,312.561325,8,0
103,559312.08,100,0,0,302,0,3,23,53,0,1,0,0,0,-58,-20,0,5,0,-1,0,0,31,1,7,24,0,3,4,17,16,40,37,15,0,6,8,10,15,28,31,16,0,2,3,7,-2,4,-12,17,5,4,5,11,3,5,9,-4,125.8152493,128.026393,129.5102639,133.755132,139,139,139,129.8416422,-1,-1,-1,-0.158357771,140,140,140,140,3.12170088,2.363636364,2,9,4509539,8794530,14105846,493328309,1668047971,2825962710,2436627787,9418500717,2445652.109,4143453.221,3572588.812,13809858.61,100,100,100,297,-3.87829912,-4.636363636,-5,2,302,325,314.0571848,1,0
104,560567.28,100,0,0,306,0,0,23,53,0,-1,0,0,0,71,44,0,9,12,10,0,0,6,0,-9,-35,0,-10,-20,-23,-12,-61,-55,-31,0,-10,-16,-19,-10,-17,-38,-49,0,-4,-1,-1,-4,1,24,21,-4,-6,-6,-11,-3,-7,-10,1,125,128,129,132.0663842,139,139,139,129.2641243,-1,-1,-1,-0.735875706,140,140,140,140,3,2,2,9,2743500,7251336,12838872,555038571,1731738972,2933784912,2529635148,9801159410,2445788,4143554,3572732,13843174.83,99,99,99,282,-4,-5,-5,2,304,327,315.9265537,0,1
105,562292.08,100,0,0,350,0,0,24,2,0,0,0,0,0,23,2,0,-5,-12,-5,0,0,-30,-19,16,19,0,5,8,-1,-8,6,7,31,0,3,6,8,7,-17,1,18,0,6,1,-1,14,7,2,-4,3,2,0,2,-5,9,5,1,134.3450704,137.9070423,136.4,131.456338,139,139,139,129.171831,-1,-1,-1,-0.828169014,140,140,140,140,2.214084507,2.361971831,2.249295775,11.07605634,408460400,767364020,733773616,658931351,1738009107,2946107510,2540663911,9861648134,2447731.969,4149229.093,3578174.062,13889342.86,261,261,261,311,-4.785915493,-4.638028169,-4.750704225,4.076056338,304,328,316.6929577,1,1
106,590609.48,100,1,5,73,9,17,90,13,8,0,0,0,0,27,-15,0,8,0,-15,0,0,9,-44,-22,-9,0,-6,-6,10,21,32,15,0,0,5,2,6,3,32,20,-12,0,-2,2,1,-9,-18,-17,8,5,9,10,8,9,4,6,-2,151.5823755,145.0306513,144.697318,130.3908046,139.6283525,140.091954,140.2452107,129.7279693,-0.37164751,0.091954023,0.245210728,-0.272030651,140,140,140,140,2.54789272,3,3,11.59770115,953024147,1509825281,1654995506,1019018647,644131520,1091421696,941481423,3634694991,2467466.287,4181164.881,3606652.931,13925363.79,51,51,51,69,-4.45210728,-4,-4,4.597701149,237,327,298.5440613,66,1
107,593746.68,100,1,0,327,2,1,38,53,0,1,0,1,0,-82,-35,0,-44,0,0,-20,0,-33,-23,-87,45,0,18,18,10,-6,-31,-35,-68,0,12,20,23,21,7,6,-23,0,17,25,33,28,22,9,-47,-21,-17,-16,-10,-2,0,3,2,144.8466851,143.4516575,142.1187845,133.1850829,139.8812155,140.7458564,140.7458564,129.9074586,-0.11878453,0.745856354,0.745856354,-0.092541436,140.9267956,140,140.9267956,140,3.809392265,3.832872928,3,10.23618785,635497363,1159393624,1426291503,1120803058,1810954942,3058022376,2641935794,10124530516,2501092.075,4223600.283,3648737.482,13983812.31,49,49,49,313,-3.190607735,-3.167127072,-4,3.236187845,239,277,257.8936464,52,1
108,595998.88,100,1,5,575,8,11,25,2,0,0,1,0,0,-29,0,0,-6,0,0,0,0,-32,-39,-21,-57,0,2,2,3,-14,-12,-23,-26,0,4,9,9,4,-12,-41,-44,0,-1,1,-4,-14,-14,-31,-59,6,1,0,2,-1,-5,-6,5,143.8164089,141.9435104,143.1035642,130.4458642,144.5601883,144.6260928,144.6260928,132.8688635,-0.362474781,-0.296570276,-0.296570276,-0.823133826,142.0699395,141.9717552,141.6476126,141.6139879,4,4,3,10,613073293,811340104,718168666,694641866,3736999095,6299782976,5444544607,20869911878,2512918.79,4236408.461,3661220.664,14034672.58,401,401,401,572,-3,-3,-4,3,265,290,276.3389375,13,1
109,596934.48,100,1,0,484,0,0,19,2,0,0,0,0,0,-48,0,0,-17,0,0,0,0,24,-33,0,18,0,6,9,7,23,28,31,34,0,4,4,1,2,17,16,-12,0,1,-5,-7,-5,-22,-23,-17,2,-2,-1,-6,-7,1,1,-2,145.0436992,142.1361789,143.4247967,130.5619919,143.3231707,143.4186992,143.4186992,132.4329268,-0.18902439,-0.093495935,-0.093495935,-0.201219512,142.6930894,142.3536585,142.4878049,141.8993902,4,4,3,9.323170732,517627392,691591872,593304576,598162882,2483264063,4178890492,3611532017,13845990201,2523422.757,4246684.226,3670107.005,14070872.55,282,282,282,483,-3,-3,-4,2.323170732,279,298,285.3495935,6,0
110,598348.08,100,0,0,552,0,6,27,2,0,0,0,0,0,0,0,0,-6,0,0,0,0,9,27,0,5,0,-5,-6,-11,-27,-23,-1,24,0,-4,-8,-7,-17,-34,-31,15,0,-1,0,-5,-2,8,5,-4,-5,-8,-8,1,4,-3,-3,-1,138.4601449,140.1207729,141.281401,131.2318841,139.0157005,139.1847826,139.1847826,129.5857488,-0.984299517,-0.815217391,-0.815217391,-0.414251208,141,141,141,140,4,4,3,9,146012429,200222670,178153144,789473471,2101716176,3527720035,3048814463,11680444634,2538148.614,4260349.198,3681890.454,14106525.98,345,345,345,549,-3,-3,-4,2,282,309,293.0531401,8,0
111,600040.48,100,0,1,449,0,5,27,2,0,0,0,0,0,24,0,0,-2,0,0,0,0,15,25,0,13,0,-9,-12,-21,-13,-22,-26,-23,0,-1,-2,-6,-2,-5,4,14,0,0,-1,2,5,2,14,15,-3,-16,-16,-11,-7,-2,-10,-6,140.4970149,138.6179104,140.0313433,131.338806,139,139,139,129.1656716,-1,-1,-1,-0.834328358,141,141,141,140,4.747761194,4,3,9.353731343,377751352,742764072,658976832,609243370,1705314021,2861584079,2472089351,9490184058,2545039.758,4270770.293,3689485.584,14164164.97,215,215,215,417,-2.252238806,-3,-4,2.353731343,290,317,303.7567164,0,1
112,600988.48,100,1,0,243,0,0,24,2,0,-1,-1,0,0,43,0,0,30,0,0,0,0,-19,21,16,-35,0,-2,0,11,18,11,3,0,0,-7,-10,-11,-2,15,11,20,0,-3,-1,-1,-3,15,18,34,24,37,35,18,12,9,13,4,138.3414239,136.881877,137.6423948,130.6343042,139,139.0614887,139.0614887,129.5032362,-1,-0.938511327,-0.938511327,-0.496763754,140.0517799,140.0809061,141,140,5,4,3,9.877022654,139861663,196176677,183006272,352075998,1580673748,2648884305,2287708975,8772640314,2557542.675,4286031.451,3701610.634,14194955.66,240,240,240,242,-2,-3,-4,2.877022654,297,321,309.933657,3,1
113,602590.48,100,1,0,490,0,0,24,2,0,1,0,0,0,-58,0,0,-6,0,0,0,0,38,22,25,28,0,6,7,15,28,73,79,62,0,-4,-7,-7,-15,4,34,20,0,-6,-8,-7,-2,-5,-11,34,-20,-7,-2,8,1,-3,4,-1,135.065587,134.6720648,134.3133603,132.4647773,142.5433198,142.5433198,142.5433198,133.4161943,-1,-1,-1,-0.344129555,140.9927126,140.4445344,141.4445344,142.3109312,4.250202429,3.175708502,2.200809717,10.2048583,104638566,117037572,120579400,809123517,3167161898,5301015010,4577633998,17573548554,2564342.768,4292106.144,3706452.997,14229358.83,271,271,271,466,-2.749797571,-3.824291498,-4.799190283,3.2048583,301,325,313.3619433,0,1
114,606175.28,100,1,0,685,2,0,31,2,0,-1,0,-1,0,31,0,0,20,0,0,0,0,39,46,43,-3,0,-8,-13,-27,-32,-48,-16,-22,0,1,4,3,3,-5,6,42,0,-5,-11,-8,-4,-5,13,6,2,1,-4,-5,-4,9,-2,-2,133.4184576,133.5347661,133.6795196,130.9690265,139,139,139,129.9766119,-1,-1,-1,-0.106826802,140.6788875,140,140.6510746,140.1491783,4,3,2,10.90518331,211200828,214732500,218861472,1129911149,4059721661,6792504721,5865418276,22617455021,2566009.024,4293366.372,3707445.966,14296464.94,201,201,201,677,-3,-4,-5,3.905183312,294,325,305.8767383,7,1
115,608304.88,100,0,0,600,0,1,26,2,0,0,0,0,0,3,8,0,-9,0,0,13,0,-11,20,17,0,0,-1,1,3,10,16,5,-1,0,-7,-11,-11,-7,-4,6,0,0,-3,-3,-4,1,2,0,20,-1,-5,2,-2,9,-8,5,5,130,125,131,131.0766488,139,139,139,129.0080214,-1,-1,-1,-0.99197861,140,140,140,140,4,3,2,10,4169352,11466840,19998528,766305220,2881975932,4819454508,4161592248,16109543974,2568556,4295369,3708976,14357613.22,199,199,199,522,-3,-4,-5,3,300,326,312.912656,5,1
116,609232.08,100,0,0,302,2,0,22,53,0,0,0,0,0,43,22,0,18,0,5,7,0,-27,-24,-1,0,0,-3,-5,3,-7,-30,-53,-45,0,1,0,0,8,4,-25,-42,0,5,6,4,-2,3,16,1,6,4,2,-3,-4,-2,-7,-3,127.8623719,128.0175695,129.4070278,132.1947291,139,139,139,129.852123,-1,-1,-1,-0.147877013,140,140,140,140,3.014641288,2.300146413,2,10,88273508,89974988,92307048,491146060,1754860582,2934170770,2533673057,9834618169,2569260.873,4295855.307,3709466.406,14398879.19,299,299,299,301,-3.985358712,-4.699853587,-5,3,306,328,317.4407028,4,1
117,612198.34,100,0,0,561,0,2,25,2,0,0,0,0,0,30,16,0,-1,0,6,0,0,-22,2,23,-5,0,3,8,6,-5,6,11,44,0,-3,-1,1,2,-17,-14,0,0,-2,-5,-3,-5,11,9,8,-9,-5,-7,6,-7,3,-6,3,130.3767806,130.6531339,133.1111111,131.9843305,139,139,139,129.241453,-1,-1,-1,-0.758547009,140,140,140,140,3.069088319,2,2,10.16025641,387880401,732264068,698496002,1193961712,3609481922,6035756012,5211875159,20295406159,2570736.323,4298772.501,3711940.689,14455132.73,170,170,170,496,-3.930911681,-5,-5,3.16025641,305,330,319.2592593,3,1
118,628510.48,100,0,2,76,4,5,63,16,1,-1,0,0,0,71,0,0,16,11,-9,0,1,-2,-47,-37,-11,0,-8,-10,-9,-3,-5,1,7,0,3,1,-1,-4,0,-4,-9,0,2,6,5,2,-6,-5,-14,17,13,9,1,6,-2,3,-3,146.7022059,146.6580882,145.4669118,132.5514706,139.5,139.8345588,139.8345588,129.7941176,-0.5,-0.165441176,-0.165441176,-0.205882353,139.3161765,140,140,140,4.283088235,2.441176471,2.393382353,11.38235294,599660973,1123302862,1420104511,874132189,705138758,1178759801,1018043313,3948559216,2592029.434,4333211.456,3742336.676,14516190.14,59,59,59,78,-2.716911765,-4.558823529,-4.606617647,4.382352941,266,329,288.2573529,38,1
119,628591.83,100,0,0,6,0,0,7,16,0,1,0,1,0,-129,-46,0,-11,-11,-2,-13,-1,-12,-6,-13,47,0,21,29,30,30,51,40,-27,0,12,22,26,27,47,42,12,0,4,7,5,3,-7,-37,-43,-22,-21,-13,-9,-7,2,1,4,141.4210526,144.0526316,143.0526316,129.1052632,139,139,139,129,-1,-1,-1,-1,139.3157895,140,140.3157895,140,5,3,3,10,3563708,3447879,8872725,7863500,49550718,82659948,71453618,276243253,2607765.263,4350329.263,3760493.263,14538964.63,4,4,4,4,-2,-4,-4,3,273,280,278.7368421,56,1
